CATEGORY,CLEANED,GENDER
2000_in_Italian_women's_sport,2000 in italian women 's sport,W
2001_in_Italian_women's_sport,2001 in italian women 's sport,W
2004_in_Italian_women's_sport,2004 in italian women 's sport,W
2005_in_Italian_women's_sport,2005 in italian women 's sport,W
2006_in_Italian_women's_sport,2006 in italian women 's sport,W
2007_in_Italian_women's_sport,2007 in italian women 's sport,W
2003_in_Italian_women's_sport,2003 in italian women 's sport,W
2002_in_Italian_women's_sport,2002 in italian women 's sport,W
Women's_rights_in_Uruguay,women 's rights in uruguay,W
2003_in_French_women's_sport,2003 in french women 's sport,W
Burmese_women's_footballers,burmese women 's footballers,W
Myanmar_women's_national_football_team,myanmar women 's national football team,W
1996_in_Italian_women's_sport,1996 in italian women 's sport,W
1997_in_Italian_women's_sport,1997 in italian women 's sport,W
Faroe_Islands_women's_national_football_team,faroe islands women 's national football team,W
Faroese_women's_footballers,faroese women 's footballers,W
Guatemalan_women's_footballers,guatemalan women 's footballers,W
Salvadoran_women's_footballers,salvadoran women 's footballers,W
Mexican_women's_footballers,mexican women 's footballers,W
Mexico_women's_national_football_team,mexico women 's national football team,W
Women's_football_in_Jordan,women 's football in jordan,W
Jordan_women's_national_football_team,jordan women 's national football team,W
Jordanian_women's_footballers,jordanian women 's footballers,W
Slovenian_male_dancers,slovenian male dancers,M
AFC_Women's_Futsal_Championship,afc women 's futsal championship,W
Germany_women's_international_footballers,germany women 's international footballers,W
Olympic_women's_footballers_by_country,olympic women 's footballers by country,W
Wilkes_Colonels_men's_basketball,wilkes colonels men 's basketball,M
Women's_footballers_in_Nigeria_by_club,women 's footballers in nigeria by club,W
Rugby_sevens_at_the_2016_Summer_Olympics_–_Men's_tournament,rugby sevens at the 2016 summer olympics men 's tournament,M
Singaporean_male_dancers,singaporean male dancers,M
Serbian_male_dancers,serbian male dancers,M
2016_IIHF_Men's_World_Ice_Hockey_Championships,2016 iihf men 's world ice hockey championships,M
Lafayette_Leopards_women's_basketball,lafayette leopards women 's basketball,W
2015–16_NCAA_Division_I_women's_basketball_season,2015 16 ncaa division i women 's basketball season,W
Portland_State_Vikings_women's_basketball,portland state vikings women 's basketball,W
2015–16_in_American_women's_college_basketball,2015 16 in american women 's college basketball,W
Women's_basketball_in_Ireland,women 's basketball in ireland,W
Women's_national_sports_teams_of_France,women 's national sports teams of france,W
France_at_the_UEFA_Women's_Championship,france at the uefa women 's championship,W
2013–14_in_French_women's_football,2013 14 in french women 's football,W
2012–13_in_French_women's_football,2012 13 in french women 's football,W
France_at_the_Women's_Olympic_Football_Tournament,france at the women 's olympic football tournament,W
France_women's_international_footballers,france women 's international footballers,W
2014–15_in_French_women's_football,2014 15 in french women 's football,W
Countries_at_the_FIFA_Women's_World_Cup_by_tournament,countries at the fifa women 's world cup by tournament,W
2003–04_in_French_women's_football,2003 04 in french women 's football,W
2010–11_in_French_women's_football,2010 11 in french women 's football,W
2003_in_Brazilian_women's_football,2003 in brazilian women 's football,W
2003_in_Brazilian_women's_sport,2003 in brazilian women 's sport,W
2011_in_Brazilian_women's_football,2011 in brazilian women 's football,W
2015_in_Brazilian_women's_football,2015 in brazilian women 's football,W
Colombian_male_dancers,colombian male dancers,M
2013_in_Dutch_women's_sport,2013 in dutch women 's sport,W
2014_in_Dutch_women's_sport,2014 in dutch women 's sport,W
2015_in_Dutch_women's_sport,2015 in dutch women 's sport,W
2007_in_Dutch_women's_sport,2007 in dutch women 's sport,W
2008_in_Dutch_women's_sport,2008 in dutch women 's sport,W
2009_in_Dutch_women's_sport,2009 in dutch women 's sport,W
2010_in_Dutch_women's_sport,2010 in dutch women 's sport,W
2011_in_Dutch_women's_sport,2011 in dutch women 's sport,W
2012_in_Dutch_women's_sport,2012 in dutch women 's sport,W
2013–14_in_Dutch_women's_football,2013 14 in dutch women 's football,W
Netherlands_at_the_UEFA_Women's_Championship,netherlands at the uefa women 's championship,W
Netherlands_at_the_FIFA_Women's_World_Cup,netherlands at the fifa women 's world cup,W
Uruguayan_male_dancers,uruguayan male dancers,M
Timelines_of_women,timelines of women,W
2006_in_Dutch_women's_sport,2006 in dutch women 's sport,W
Olympiacos_Women's_Water_Polo_Team,olympiacos women 's water polo team,W
Greek_female_water_polo_players,greek female water polo players,W
Women's_Chinese_Basketball_Association_players,women 's chinese basketball association players,W
Olympiacos_Women's_Volleyball,olympiacos women 's volleyball,W
Brazil_at_the_Men's_Olympic_Football_Tournament,brazil at the men 's olympic football tournament,M
2015_NCAA_Division_I_women's_soccer_season,2015 ncaa division i women 's soccer season,W
Venezuelan_women_activists,venezuelan women activists,W
History_of_men's_sports,history of men 's sports,M
Liga_Națională_(men's_basketball),liga națională ( men 's basketball ) ,M
Redlands_Bulldogs_men's_basketball,redlands bulldogs men 's basketball,M
Male_short_story_writers_by_nationality,male short story writers by nationality,M
Male_short_story_writers,male short story writers,M
Male_ballet_dancers,male ballet dancers,M
Missouri_Western_Griffons_men's_basketball,missouri western griffons men 's basketball,M
Southwest_Baptist_Bearcats_men's_basketball,southwest baptist bearcats men 's basketball,M
Southwest_Baptist_Bearcats_women's_soccer,southwest baptist bearcats women 's soccer,W
Great_Lakes_Valley_Conference_women's_soccer,great lakes valley conference women 's soccer,W
Democratic_Republic_of_the_Congo_women_in_politics,democratic republic of the congo women in politics,W
Women's_association_football_players_by_position,women 's association football players by position,W
Central_Oklahoma_Bronchos_women's_basketball,central oklahoma bronchos women 's basketball,W
Central_Oklahoma_Bronchos_men's_golf,central oklahoma bronchos men 's golf,M
Women's_field_hockey_in_India,women 's field hockey in india,W
Lone_Star_Conference_women's_basketball,lone star conference women 's basketball,W
1996_in_Danish_women's_sport,1996 in danish women 's sport,W
1997_in_Danish_women's_sport,1997 in danish women 's sport,W
Seasons_in_Danish_women's_football,seasons in danish women 's football,W
2013_in_Danish_women's_sport,2013 in danish women 's sport,W
2014_in_Danish_women's_sport,2014 in danish women 's sport,W
2012_in_Danish_women's_sport,2012 in danish women 's sport,W
2015_in_Danish_women's_sport,2015 in danish women 's sport,W
2013–14_in_Danish_women's_football,2013 14 in danish women 's football,W
Denmark_at_the_UEFA_Women's_Championship,denmark at the uefa women 's championship,W
2011_in_Danish_women's_sport,2011 in danish women 's sport,W
2009_in_Danish_women's_sport,2009 in danish women 's sport,W
2007_in_Danish_women's_sport,2007 in danish women 's sport,W
2008_in_Danish_women's_sport,2008 in danish women 's sport,W
2006_in_Danish_women's_sport,2006 in danish women 's sport,W
2000_in_Danish_women's_sport,2000 in danish women 's sport,W
2001_in_Danish_women's_sport,2001 in danish women 's sport,W
2004_in_Danish_women's_sport,2004 in danish women 's sport,W
2005_in_Danish_women's_sport,2005 in danish women 's sport,W
1994_in_Danish_women's_sport,1994 in danish women 's sport,W
1995_in_Danish_women's_sport,1995 in danish women 's sport,W
1998_in_Danish_women's_sport,1998 in danish women 's sport,W
1999_in_Danish_women's_sport,1999 in danish women 's sport,W
2002_in_Danish_women's_sport,2002 in danish women 's sport,W
2003_in_Danish_women's_sport,2003 in danish women 's sport,W
Men_in_film,men in film,M
American_male_models_by_state,american male models by state,M
Hungarian_women_writers,hungarian women writers,W
Ecuadorian_women_writers,ecuadorian women writers,W
20th-century_Armenian_women,20th century armenian women,W
Armenian_male_actors_by_century,armenian male actors by century,M
British_male_novelists,british male novelists,M
British_male_poets,british male poets,M
2015–16_NCAA_Division_I_men's_ice_hockey_season,2015 16 ncaa division i men 's ice hockey season,M
British_male_dramatists_and_playwrights,british male dramatists and playwrights,M
2013_in_women's_handball,2013 in women 's handball,W
2011_in_women's_handball,2011 in women 's handball,W
British_male_short_story_writers,british male short story writers,M
Female_chess_players_by_nationality,female chess players by nationality,W
British_female_chess_players,british female chess players,W
Spanish_male_writers,spanish male writers,M
Cameron_Aggies_women's_basketball,cameron aggies women 's basketball,W
British_female_bodybuilders,british female bodybuilders,W
Korean_female_bodybuilders,korean female bodybuilders,W
French_female_bodybuilders,french female bodybuilders,W
British_male_sport_shooters,british male sport shooters,M
British_women_engineers,british women engineers,W
Women's_basketball_supercup_competitions_in_Europe,women 's basketball supercup competitions in europe,W
Taiwanese_female_dancers,taiwanese female dancers,W
German_male_composers,german male composers,M
French_male_composers,french male composers,M
British_male_composers,british male composers,M
Italian_male_composers,italian male composers,M
Irish_female_composers,irish female composers,W
Maltese_male_singers,maltese male singers,M
British_female_high_jumpers,british female high jumpers,W
English_female_athletes,english female athletes,W
Women's_footballers_in_Serbia_by_club,women 's footballers in serbia by club,W
British_male_classical_composers,british male classical composers,M
English_male_composers,english male composers,M
Spanish_male_composers,spanish male composers,M
Tennessee_Volunteers_men's_tennis,tennessee volunteers men 's tennis,M
Tennessee_Volunteers_women's_tennis,tennessee volunteers women 's tennis,W
Tennessee_Volunteers_women's_golf,tennessee volunteers women 's golf,W
Tennessee_Volunteers_women's_volleyball,tennessee volunteers women 's volleyball,W
Venezuelan_male_dancers,venezuelan male dancers,M
Idaho_Vandals_women's_volleyball,idaho vandals women 's volleyball,W
Women's_basketball_in_India,women 's basketball in india,W
French_women's_basketball_players,french women 's basketball players,W
Austrian_male_composers,austrian male composers,M
Czech_male_composers,czech male composers,M
Female_figure_skaters,female figure skaters,W
Ashland_Eagles_men's_basketball,ashland eagles men 's basketball,M
Women_from_Telangana_by_occupation,women from telangana by occupation,W
Women_bloggers_by_nationality,women bloggers by nationality,W
Women's_Cricket_World_Cup,women 's cricket world cup,W
Women's_cricket_navigational_boxes,women 's cricket navigational boxes,W
Women's_Cricket_World_Cup_navigational_boxes,women 's cricket world cup navigational boxes,W
Albanian_male_dancers,albanian male dancers,M
WikiProject_Women_articles_by_quality,wikiproject women articles by quality,W
WikiProject_Women_articles,wikiproject women articles,W
WikiProject_Women,wikiproject women,W
Cultural_depictions_of_women,cultural depictions of women,W
WikiProject_Women_articles_by_importance,wikiproject women articles by importance,W
Women_articles_by_importance,women articles by importance,W
Women's_organizations_based_in_Africa,women 's organizations based in africa,W
Women's_rights_in_Libya,women 's rights in libya,W
Male_criminals_by_nationality,male criminals by nationality,M
American_women_social_scientists,american women social scientists,W
Canadian_women_social_scientists,canadian women social scientists,W
